period_date,organization_id,metric_id,value,unit,method_version,description,status
2025-11-22,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-22,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-22,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-22,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-22,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-23,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-23,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-23,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-23,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-23,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-24,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-24,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-24,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-24,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-24,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-25,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-25,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-25,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-25,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-25,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-26,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-26,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-26,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-26,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-26,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-27,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-27,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-27,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-27,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-27,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-28,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-28,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-28,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-28,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-28,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-29,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-29,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-29,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-29,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-29,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-30,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-30,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-30,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-30,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-30,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-01,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-01,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-01,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-01,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-01,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-02,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-02,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-02,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-02,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-02,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-03,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-03,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-03,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-03,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-03,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-04,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-04,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-04,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-04,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-04,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-05,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-05,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-05,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-05,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-05,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-06,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-06,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-06,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-06,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-06,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-07,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-07,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-07,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-07,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-07,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-08,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-08,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-08,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-08,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-08,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-09,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-09,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-09,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-09,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-09,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-10,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-10,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-10,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-10,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-10,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-11,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-11,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-11,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-11,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-11,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-12,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-12,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-12,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-12,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-12,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-13,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-13,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-13,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-13,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-13,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-14,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-14,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-14,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-14,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-14,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-15,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-15,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-15,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-15,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-15,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-16,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-16,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-16,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-16,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-16,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-17,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-17,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-17,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-17,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-17,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-18,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-18,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-18,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-18,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-18,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-19,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-19,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-19,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-19,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-19,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-20,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-20,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-20,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-20,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-20,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-12-21,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
